Name,Title,Header,TechRoot
ID2D1Multithread,ID2D1Multithread,d2d1_1.h,Direct2D
ID2D1PathGeometry1,ID2D1PathGeometry1,d2d1_1.h,Direct2D
ID2D1PrintControl,ID2D1PrintControl,d2d1_1.h,Direct2D
ID2D1Properties,ID2D1Properties,d2d1_1.h,Direct2D
ID2D1StrokeStyle1,ID2D1StrokeStyle1,d2d1_1.h,Direct2D
D2D1_BITMAP_BRUSH_PROPERTIES1,D2D1_BITMAP_BRUSH_PROPERTIES1,d2d1_1.h,Direct2D
D2D1_BITMAP_PROPERTIES1,D2D1_BITMAP_PROPERTIES1,d2d1_1.h,Direct2D
D2D1_CREATION_PROPERTIES,D2D1_CREATION_PROPERTIES,d2d1_1.h,Direct2D
D2D1_DRAWING_STATE_DESCRIPTION1,D2D1_DRAWING_STATE_DESCRIPTION1,d2d1_1.h,Direct2D
D2D1_EFFECT_INPUT_DESCRIPTION,D2D1_EFFECT_INPUT_DESCRIPTION,d2d1_1.h,Direct2D
D2D1_IMAGE_BRUSH_PROPERTIES,D2D1_IMAGE_BRUSH_PROPERTIES,d2d1_1.h,Direct2D
D2D1_LAYER_PARAMETERS1,D2D1_LAYER_PARAMETERS1,d2d1_1.h,Direct2D
D2D1_MAPPED_RECT,D2D1_MAPPED_RECT,d2d1_1.h,Direct2D
D2D1_POINT_DESCRIPTION,D2D1_POINT_DESCRIPTION,d2d1_1.h,Direct2D
D2D1_PRINT_CONTROL_PROPERTIES,D2D1_PRINT_CONTROL_PROPERTIES,d2d1_1.h,Direct2D
D2D1_RENDERING_CONTROLS,D2D1_RENDERING_CONTROLS,d2d1_1.h,Direct2D
D2D1_STROKE_STYLE_PROPERTIES1,D2D1_STROKE_STYLE_PROPERTIES1,d2d1_1.h,Direct2D
BitmapBrushProperties1,BitmapBrushProperties1,d2d1_1helper.h,Direct2D
BitmapProperties1,BitmapProperties1,d2d1_1helper.h,Direct2D
ConvertColorSpace,ConvertColorSpace,d2d1_1helper.h,Direct2D
CreationProperties,CreationProperties,d2d1_1helper.h,Direct2D
DrawingStateDescription1,DrawingStateDescription1,d2d1_1helper.h,Direct2D
EffectInputDescription,EffectInputDescription,d2d1_1helper.h,Direct2D
ImageBrushProperties,ImageBrushProperties,d2d1_1helper.h,Direct2D
LayerParameters1,LayerParameters1,d2d1_1helper.h,Direct2D
Point2L,Point2L,d2d1_1helper.h,Direct2D
PrintControlProperties,PrintControlProperties,d2d1_1helper.h,Direct2D
RectL,RectL,d2d1_1helper.h,Direct2D
RenderingControls,RenderingControls,d2d1_1helper.h,Direct2D
SetDpiCompensatedEffectInput,SetDpiCompensatedEffectInput,d2d1_1helper.h,Direct2D
StrokeStyleProperties1,StrokeStyleProperties1,d2d1_1helper.h,Direct2D
Vector2F,Vector2F,d2d1_1helper.h,Direct2D
Vector3F,Vector3F,d2d1_1helper.h,Direct2D
Vector4F,Vector4F,d2d1_1helper.h,Direct2D
,Matrix4x4F,d2d1_1helper.h,Direct2D
TypeTraits,TypeTraits,d2d1_1helper.h,Direct2D
D2D1_RENDERING_PRIORITY,D2D1_RENDERING_PRIORITY,d2d1_2.h,Direct2D
D2D1ComputeMaximumScaleFactor,D2D1ComputeMaximumScaleFactor,d2d1_2.h,Direct2D
ID2D1CommandSink1,ID2D1CommandSink1,d2d1_2.h,Direct2D
ID2D1Device1,ID2D1Device1,d2d1_2.h,Direct2D
ID2D1DeviceContext1,ID2D1DeviceContext1,d2d1_2.h,Direct2D
ID2D1Factory2,ID2D1Factory2,d2d1_2.h,Direct2D
ID2D1GeometryRealization,ID2D1GeometryRealization,d2d1_2.h,Direct2D
D2D1_COLOR_BITMAP_GLYPH_SNAP_OPTION,D2D1_COLOR_BITMAP_GLYPH_SNAP_OPTION,d2d1_3.h,Direct2D
D2D1_COLOR_CONTEXT_TYPE,D2D1_COLOR_CONTEXT_TYPE,d2d1_3.h,Direct2D
D2D1_GAMMA1,D2D1_GAMMA1,d2d1_3.h,Direct2D
D2D1_IMAGE_SOURCE_FROM_DXGI_OPTIONS,D2D1_IMAGE_SOURCE_FROM_DXGI_OPTIONS,d2d1_3.h,Direct2D
D2D1_IMAGE_SOURCE_LOADING_OPTIONS,D2D1_IMAGE_SOURCE_LOADING_OPTIONS,d2d1_3.h,Direct2D
D2D1_INK_NIB_SHAPE,D2D1_INK_NIB_SHAPE,d2d1_3.h,Direct2D
D2D1_ORIENTATION,D2D1_ORIENTATION,d2d1_3.h,Direct2D
D2D1_PATCH_EDGE_MODE,D2D1_PATCH_EDGE_MODE,d2d1_3.h,Direct2D
D2D1_SPRITE_OPTIONS,D2D1_SPRITE_OPTIONS,d2d1_3.h,Direct2D
D2D1_TRANSFORMED_IMAGE_SOURCE_OPTIONS,D2D1_TRANSFORMED_IMAGE_SOURCE_OPTIONS,d2d1_3.h,Direct2D
D2D1GetGradientMeshInteriorPointsFromCoonsPatch,D2D1GetGradientMeshInteriorPointsFromCoonsPatch,d2d1_3.h,Direct2D
ID2D1ColorContext1,ID2D1ColorContext1,d2d1_3.h,Direct2D
ID2D1CommandSink2,ID2D1CommandSink2,d2d1_3.h,Direct2D
ID2D1CommandSink3,ID2D1CommandSink3,d2d1_3.h,Direct2D
ID2D1CommandSink4,ID2D1CommandSink4,d2d1_3.h,Direct2D
ID2D1CommandSink5,ID2D1CommandSink5,d2d1_3.h,Direct2D
ID2D1Device2,ID2D1Device2,d2d1_3.h,Direct2D
ID2D1Device3,ID2D1Device3,d2d1_3.h,Direct2D
ID2D1Device4,ID2D1Device4,d2d1_3.h,Direct2D
ID2D1Device5,ID2D1Device5,d2d1_3.h,Direct2D
ID2D1Device6,ID2D1Device6,d2d1_3.h,Direct2D
ID2D1DeviceContext2,ID2D1DeviceContext2,d2d1_3.h,Direct2D
ID2D1DeviceContext3,ID2D1DeviceContext3,d2d1_3.h,Direct2D
ID2D1DeviceContext4,ID2D1DeviceContext4,d2d1_3.h,Direct2D
ID2D1DeviceContext5,ID2D1DeviceContext5,d2d1_3.h,Direct2D
ID2D1DeviceContext6,ID2D1DeviceContext6,d2d1_3.h,Direct2D
ID2D1Factory3,ID2D1Factory3,d2d1_3.h,Direct2D
ID2D1Factory4,ID2D1Factory4,d2d1_3.h,Direct2D
ID2D1Factory5,ID2D1Factory5,d2d1_3.h,Direct2D
ID2D1Factory6,ID2D1Factory6,d2d1_3.h,Direct2D
ID2D1Factory7,ID2D1Factory7,d2d1_3.h,Direct2D
ID2D1GdiMetafile1,ID2D1GdiMetafile1,d2d1_3.h,Direct2D
ID2D1GdiMetafileSink1,ID2D1GdiMetafileSink1,d2d1_3.h,Direct2D
ID2D1GradientMesh,ID2D1GradientMesh,d2d1_3.h,Direct2D
ID2D1ImageSource,ID2D1ImageSource,d2d1_3.h,Direct2D
ID2D1ImageSourceFromWic,ID2D1ImageSourceFromWic,d2d1_3.h,Direct2D
ID2D1Ink,ID2D1Ink,d2d1_3.h,Direct2D
ID2D1InkStyle,ID2D1InkStyle,d2d1_3.h,Direct2D
ID2D1LookupTable3D,ID2D1LookupTable3D,d2d1_3.h,Direct2D
ID2D1SpriteBatch,ID2D1SpriteBatch,d2d1_3.h,Direct2D
ID2D1SvgGlyphStyle,ID2D1SvgGlyphStyle,d2d1_3.h,Direct2D
ID2D1TransformedImageSource,ID2D1TransformedImageSource,d2d1_3.h,Direct2D
D2D1_GRADIENT_MESH_PATCH,D2D1_GRADIENT_MESH_PATCH,d2d1_3.h,Direct2D
D2D1_INK_BEZIER_SEGMENT,D2D1_INK_BEZIER_SEGMENT,d2d1_3.h,Direct2D
D2D1_INK_POINT,D2D1_INK_POINT,d2d1_3.h,Direct2D
D2D1_INK_STYLE_PROPERTIES,D2D1_INK_STYLE_PROPERTIES,d2d1_3.h,Direct2D
D2D1_SIMPLE_COLOR_PROFILE,D2D1_SIMPLE_COLOR_PROFILE,d2d1_3.h,Direct2D
D2D1_TRANSFORMED_IMAGE_SOURCE_PROPERTIES,D2D1_TRANSFORMED_IMAGE_SOURCE_PROPERTIES,d2d1_3.h,Direct2D
GradientMeshPatch,GradientMeshPatch,d2d1_3helper.h,Direct2D
GradientMeshPatchFromCoonsPatch,GradientMeshPatchFromCoonsPatch,d2d1_3helper.h,Direct2D
InkBezierSegment,InkBezierSegment,d2d1_3helper.h,Direct2D
InkPoint,InkPoint,d2d1_3helper.h,Direct2D
InkStyleProperties,InkStyleProperties,d2d1_3helper.h,Direct2D
,PD2D1_PROPERTY_GET_FUNCTION,d2d1effectauthor.h,Direct2D
,PD2D1_PROPERTY_SET_FUNCTION,d2d1effectauthor.h,Direct2D
D2D1_BLEND_OPERATION,D2D1_BLEND_OPERATION,d2d1effectauthor.h,Direct2D
D2D1_BLEND,D2D1_BLEND,d2d1effectauthor.h,Direct2D
D2D1_CHANGE_TYPE,D2D1_CHANGE_TYPE,d2d1effectauthor.h,Direct2D
D2D1_CHANNEL_DEPTH,D2D1_CHANNEL_DEPTH,d2d1effectauthor.h,Direct2D
D2D1_FEATURE,D2D1_FEATURE,d2d1effectauthor.h,Direct2D
D2D1_FILTER,D2D1_FILTER,d2d1effectauthor.h,Direct2D
D2D1_PIXEL_OPTIONS,D2D1_PIXEL_OPTIONS,d2d1effectauthor.h,Direct2D
D2D1_VERTEX_OPTIONS,D2D1_VERTEX_OPTIONS,d2d1effectauthor.h,Direct2D
D2D1_VERTEX_USAGE,D2D1_VERTEX_USAGE,d2d1effectauthor.h,Direct2D
ID2D1AnalysisTransform,ID2D1AnalysisTransform,d2d1effectauthor.h,Direct2D
ID2D1BlendTransform,ID2D1BlendTransform,d2d1effectauthor.h,Direct2D
ID2D1BorderTransform,ID2D1BorderTransform,d2d1effectauthor.h,Direct2D
ID2D1BoundsAdjustmentTransform,ID2D1BoundsAdjustmentTransform,d2d1effectauthor.h,Direct2D
ID2D1ComputeInfo,ID2D1ComputeInfo,d2d1effectauthor.h,Direct2D
ID2D1ComputeTransform,ID2D1ComputeTransform,d2d1effectauthor.h,Direct2D
ID2D1ConcreteTransform,ID2D1ConcreteTransform,d2d1effectauthor.h,Direct2D
ID2D1DrawInfo,ID2D1DrawInfo,d2d1effectauthor.h,Direct2D
ID2D1DrawTransform,ID2D1DrawTransform,d2d1effectauthor.h,Direct2D
ID2D1EffectContext,ID2D1EffectContext,d2d1effectauthor.h,Direct2D
ID2D1EffectImpl,ID2D1EffectImpl,d2d1effectauthor.h,Direct2D
ID2D1OffsetTransform,ID2D1OffsetTransform,d2d1effectauthor.h,Direct2D
ID2D1RenderInfo,ID2D1RenderInfo,d2d1effectauthor.h,Direct2D
ID2D1ResourceTexture,ID2D1ResourceTexture,d2d1effectauthor.h,Direct2D
ID2D1SourceTransform,ID2D1SourceTransform,d2d1effectauthor.h,Direct2D
ID2D1Transform,ID2D1Transform,d2d1effectauthor.h,Direct2D
ID2D1TransformGraph,ID2D1TransformGraph,d2d1effectauthor.h,Direct2D
ID2D1TransformNode,ID2D1TransformNode,d2d1effectauthor.h,Direct2D
ID2D1VertexBuffer,ID2D1VertexBuffer,d2d1effectauthor.h,Direct2D
D2D1_BLEND_DESCRIPTION,D2D1_BLEND_DESCRIPTION,d2d1effectauthor.h,Direct2D
D2D1_CUSTOM_VERTEX_BUFFER_PROPERTIES,D2D1_CUSTOM_VERTEX_BUFFER_PROPERTIES,d2d1effectauthor.h,Direct2D
D2D1_FEATURE_DATA_D3D10_X_HARDWARE_OPTIONS,D2D1_FEATURE_DATA_D3D10_X_HARDWARE_OPTIONS,d2d1effectauthor.h,Direct2D
D2D1_FEATURE_DATA_DOUBLES,D2D1_FEATURE_DATA_DOUBLES,d2d1effectauthor.h,Direct2D
D2D1_INPUT_DESCRIPTION,D2D1_INPUT_DESCRIPTION,d2d1effectauthor.h,Direct2D
D2D1_INPUT_ELEMENT_DESC,D2D1_INPUT_ELEMENT_DESC,d2d1effectauthor.h,Direct2D
D2D1_PROPERTY_BINDING,D2D1_PROPERTY_BINDING,d2d1effectauthor.h,Direct2D
D2D1_RESOURCE_TEXTURE_PROPERTIES,D2D1_RESOURCE_TEXTURE_PROPERTIES,d2d1effectauthor.h,Direct2D
D2D1_VERTEX_BUFFER_PROPERTIES,D2D1_VERTEX_BUFFER_PROPERTIES,d2d1effectauthor.h,Direct2D
D2D1_VERTEX_RANGE,D2D1_VERTEX_RANGE,d2d1effectauthor.h,Direct2D
ID2D1EffectContext1,ID2D1EffectContext1,d2d1effectauthor_1.h,Direct2D
StringGetter,StringGetter,d2d1effecthelpers.h,Direct2D
StringSetter,StringSetter,d2d1effecthelpers.h,Direct2D
ValueGetter,ValueGetter,d2d1effecthelpers.h,Direct2D
ValueSetter,ValueSetter,d2d1effecthelpers.h,Direct2D
D2D1_2DAFFINETRANSFORM_INTERPOLATION_MODE,D2D1_2DAFFINETRANSFORM_INTERPOLATION_MODE,d2d1effects.h,Direct2D
D2D1_2DAFFINETRANSFORM_PROP,D2D1_2DAFFINETRANSFORM_PROP,d2d1effects.h,Direct2D
D2D1_3DPERSPECTIVETRANSFORM_INTERPOLATION_MODE,D2D1_3DPERSPECTIVETRANSFORM_INTERPOLATION_MODE,d2d1effects.h,Direct2D
D2D1_3DPERSPECTIVETRANSFORM_PROP,D2D1_3DPERSPECTIVETRANSFORM_PROP,d2d1effects.h,Direct2D
D2D1_3DTRANSFORM_INTERPOLATION_MODE,D2D1_3DTRANSFORM_INTERPOLATION_MODE,d2d1effects.h,Direct2D
D2D1_3DTRANSFORM_PROP,D2D1_3DTRANSFORM_PROP,d2d1effects.h,Direct2D
D2D1_ARITHMETICCOMPOSITE_PROP,D2D1_ARITHMETICCOMPOSITE_PROP,d2d1effects.h,Direct2D
D2D1_ATLAS_PROP,D2D1_ATLAS_PROP,d2d1effects.h,Direct2D
D2D1_BITMAPSOURCE_ALPHA_MODE,D2D1_BITMAPSOURCE_ALPHA_MODE,d2d1effects.h,Direct2D
D2D1_BITMAPSOURCE_INTERPOLATION_MODE,D2D1_BITMAPSOURCE_INTERPOLATION_MODE,d2d1effects.h,Direct2D
D2D1_BITMAPSOURCE_ORIENTATION,D2D1_BITMAPSOURCE_ORIENTATION,d2d1effects.h,Direct2D
D2D1_BITMAPSOURCE_PROP,D2D1_BITMAPSOURCE_PROP,d2d1effects.h,Direct2D
D2D1_BLEND_MODE,D2D1_BLEND_MODE,d2d1effects.h,Direct2D
D2D1_BLEND_PROP,D2D1_BLEND_PROP,d2d1effects.h,Direct2D
D2D1_BORDER_EDGE_MODE,D2D1_BORDER_EDGE_MODE,d2d1effects.h,Direct2D
D2D1_BORDER_MODE,D2D1_BORDER_MODE,d2d1effects.h,Direct2D
D2D1_BORDER_PROP,D2D1_BORDER_PROP,d2d1effects.h,Direct2D
D2D1_BRIGHTNESS_PROP,D2D1_BRIGHTNESS_PROP,d2d1effects.h,Direct2D
D2D1_CHANNEL_SELECTOR,D2D1_CHANNEL_SELECTOR,d2d1effects.h,Direct2D
D2D1_COLORMANAGEMENT_ALPHA_MODE,D2D1_COLORMANAGEMENT_ALPHA_MODE,d2d1effects.h,Direct2D
D2D1_COLORMANAGEMENT_PROP,D2D1_COLORMANAGEMENT_PROP,d2d1effects.h,Direct2D
D2D1_COLORMANAGEMENT_QUALITY,D2D1_COLORMANAGEMENT_QUALITY,d2d1effects.h,Direct2D
D2D1_COLORMANAGEMENT_RENDERING_INTENT,D2D1_COLORMANAGEMENT_RENDERING_INTENT,d2d1effects.h,Direct2D
D2D1_COLORMATRIX_ALPHA_MODE,D2D1_COLORMATRIX_ALPHA_MODE,d2d1effects.h,Direct2D
D2D1_COLORMATRIX_PROP,D2D1_COLORMATRIX_PROP,d2d1effects.h,Direct2D
D2D1_COMPOSITE_PROP,D2D1_COMPOSITE_PROP,d2d1effects.h,Direct2D
D2D1_CONVOLVEMATRIX_PROP,D2D1_CONVOLVEMATRIX_PROP,d2d1effects.h,Direct2D
D2D1_CONVOLVEMATRIX_SCALE_MODE,D2D1_CONVOLVEMATRIX_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_CROP_PROP,D2D1_CROP_PROP,d2d1effects.h,Direct2D
D2D1_DIRECTIONALBLUR_OPTIMIZATION,D2D1_DIRECTIONALBLUR_OPTIMIZATION,d2d1effects.h,Direct2D
D2D1_DIRECTIONALBLUR_PROP,D2D1_DIRECTIONALBLUR_PROP,d2d1effects.h,Direct2D
D2D1_DISCRETETRANSFER_PROP,D2D1_DISCRETETRANSFER_PROP,d2d1effects.h,Direct2D
D2D1_DISPLACEMENTMAP_PROP,D2D1_DISPLACEMENTMAP_PROP,d2d1effects.h,Direct2D
D2D1_DISTANTDIFFUSE_PROP,D2D1_DISTANTDIFFUSE_PROP,d2d1effects.h,Direct2D
D2D1_DISTANTDIFFUSE_SCALE_MODE,D2D1_DISTANTDIFFUSE_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_DISTANTSPECULAR_PROP,D2D1_DISTANTSPECULAR_PROP,d2d1effects.h,Direct2D
D2D1_DISTANTSPECULAR_SCALE_MODE,D2D1_DISTANTSPECULAR_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_DPICOMPENSATION_INTERPOLATION_MODE,D2D1_DPICOMPENSATION_INTERPOLATION_MODE,d2d1effects.h,Direct2D
D2D1_DPICOMPENSATION_PROP,D2D1_DPICOMPENSATION_PROP,d2d1effects.h,Direct2D
D2D1_FLOOD_PROP,D2D1_FLOOD_PROP,d2d1effects.h,Direct2D
D2D1_GAMMATRANSFER_PROP,D2D1_GAMMATRANSFER_PROP,d2d1effects.h,Direct2D
D2D1_GAUSSIANBLUR_OPTIMIZATION,D2D1_GAUSSIANBLUR_OPTIMIZATION,d2d1effects.h,Direct2D
D2D1_GAUSSIANBLUR_PROP,D2D1_GAUSSIANBLUR_PROP,d2d1effects.h,Direct2D
D2D1_HISTOGRAM_PROP,D2D1_HISTOGRAM_PROP,d2d1effects.h,Direct2D
D2D1_HUEROTATION_PROP,D2D1_HUEROTATION_PROP,d2d1effects.h,Direct2D
D2D1_LINEARTRANSFER_PROP,D2D1_LINEARTRANSFER_PROP,d2d1effects.h,Direct2D
D2D1_MORPHOLOGY_MODE,D2D1_MORPHOLOGY_MODE,d2d1effects.h,Direct2D
D2D1_MORPHOLOGY_PROP,D2D1_MORPHOLOGY_PROP,d2d1effects.h,Direct2D
D2D1_OPACITYMETADATA_PROP,D2D1_OPACITYMETADATA_PROP,d2d1effects.h,Direct2D
D2D1_POINTDIFFUSE_PROP,D2D1_POINTDIFFUSE_PROP,d2d1effects.h,Direct2D
D2D1_POINTDIFFUSE_SCALE_MODE,D2D1_POINTDIFFUSE_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_POINTSPECULAR_PROP,D2D1_POINTSPECULAR_PROP,d2d1effects.h,Direct2D
D2D1_POINTSPECULAR_SCALE_MODE,D2D1_POINTSPECULAR_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_SATURATION_PROP,D2D1_SATURATION_PROP,d2d1effects.h,Direct2D
D2D1_SCALE_INTERPOLATION_MODE,D2D1_SCALE_INTERPOLATION_MODE,d2d1effects.h,Direct2D
D2D1_SCALE_PROP,D2D1_SCALE_PROP,d2d1effects.h,Direct2D
D2D1_SHADOW_OPTIMIZATION,D2D1_SHADOW_OPTIMIZATION,d2d1effects.h,Direct2D
D2D1_SHADOW_PROP,D2D1_SHADOW_PROP,d2d1effects.h,Direct2D
D2D1_SPOTDIFFUSE_PROP,D2D1_SPOTDIFFUSE_PROP,d2d1effects.h,Direct2D
D2D1_SPOTDIFFUSE_SCALE_MODE,D2D1_SPOTDIFFUSE_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_SPOTSPECULAR_PROP,D2D1_SPOTSPECULAR_PROP,d2d1effects.h,Direct2D
D2D1_SPOTSPECULAR_SCALE_MODE,D2D1_SPOTSPECULAR_SCALE_MODE,d2d1effects.h,Direct2D
D2D1_TABLETRANSFER_PROP,D2D1_TABLETRANSFER_PROP,d2d1effects.h,Direct2D
D2D1_TILE_PROP,D2D1_TILE_PROP,d2d1effects.h,Direct2D
D2D1_TURBULENCE_NOISE,D2D1_TURBULENCE_NOISE,d2d1effects.h,Direct2D
D2D1_TURBULENCE_PROP,D2D1_TURBULENCE_PROP,d2d1effects.h,Direct2D
D2D1_YCBCR_CHROMA_SUBSAMPLING,D2D1_YCBCR_CHROMA_SUBSAMPLING,d2d1effects_1.h,Direct2D
D2D1_YCBCR_INTERPOLATION_MODE,D2D1_YCBCR_INTERPOLATION_MODE,d2d1effects_1.h,Direct2D
D2D1_YCBCR_PROP,D2D1_YCBCR_PROP,d2d1effects_1.h,Direct2D
D2D1_CHROMAKEY_PROP,D2D1_CHROMAKEY_PROP,d2d1effects_2.h,Direct2D
D2D1_CONTRAST_PROP,D2D1_CONTRAST_PROP,d2d1effects_2.h,Direct2D
D2D1_EDGEDETECTION_MODE,D2D1_EDGEDETECTION_MODE,d2d1effects_2.h,Direct2D
D2D1_EDGEDETECTION_PROP,D2D1_EDGEDETECTION_PROP,d2d1effects_2.h,Direct2D
D2D1_EMBOSS_PROP,D2D1_EMBOSS_PROP,d2d1effects_2.h,Direct2D
D2D1_EXPOSURE_PROP,D2D1_EXPOSURE_PROP,d2d1effects_2.h,Direct2D
D2D1_HDRTONEMAP_DISPLAY_MODE,D2D1_HDRTONEMAP_DISPLAY_MODE,d2d1effects_2.h,Direct2D
D2D1_HDRTONEMAP_PROP,D2D1_HDRTONEMAP_PROP,d2d1effects_2.h,Direct2D
D2D1_HIGHLIGHTSANDSHADOWS_INPUT_GAMMA,D2D1_HIGHLIGHTSANDSHADOWS_INPUT_GAMMA,d2d1effects_2.h,Direct2D
D2D1_HIGHLIGHTSANDSHADOWS_PROP,D2D1_HIGHLIGHTSANDSHADOWS_PROP,d2d1effects_2.h,Direct2D
D2D1_HUETORGB_INPUT_COLOR_SPACE,D2D1_HUETORGB_INPUT_COLOR_SPACE,d2d1effects_2.h,Direct2D
D2D1_HUETORGB_PROP,D2D1_HUETORGB_PROP,d2d1effects_2.h,Direct2D
D2D1_LOOKUPTABLE3D_PROP,D2D1_LOOKUPTABLE3D_PROP,d2d1effects_2.h,Direct2D
D2D1_POSTERIZE_PROP,D2D1_POSTERIZE_PROP,d2d1effects_2.h,Direct2D
D2D1_RGBTOHUE_OUTPUT_COLOR_SPACE,D2D1_RGBTOHUE_OUTPUT_COLOR_SPACE,d2d1effects_2.h,Direct2D
D2D1_RGBTOHUE_PROP,D2D1_RGBTOHUE_PROP,d2d1effects_2.h,Direct2D
D2D1_SEPIA_PROP,D2D1_SEPIA_PROP,d2d1effects_2.h,Direct2D
D2D1_SHARPEN_PROP,D2D1_SHARPEN_PROP,d2d1effects_2.h,Direct2D
D2D1_STRAIGHTEN_PROP,D2D1_STRAIGHTEN_PROP,d2d1effects_2.h,Direct2D
D2D1_STRAIGHTEN_SCALE_MODE,D2D1_STRAIGHTEN_SCALE_MODE,d2d1effects_2.h,Direct2D
D2D1_TEMPERATUREANDTINT_PROP,D2D1_TEMPERATUREANDTINT_PROP,d2d1effects_2.h,Direct2D
D2D1_VIGNETTE_PROP,D2D1_VIGNETTE_PROP,d2d1effects_2.h,Direct2D
D2D1_WHITELEVELADJUSTMENT_PROP,D2D1_WHITELEVELADJUSTMENT_PROP,d2d1effects_2.h,Direct2D
ArcSegment,ArcSegment,d2d1helper.h,Direct2D
BezierSegment,BezierSegment,d2d1helper.h,Direct2D
BitmapBrushProperties,BitmapBrushProperties,d2d1helper.h,Direct2D
BitmapProperties,BitmapProperties,d2d1helper.h,Direct2D
BrushProperties,BrushProperties,d2d1helper.h,Direct2D
DrawingStateDescription,DrawingStateDescription,d2d1helper.h,Direct2D
Ellipse,Ellipse,d2d1helper.h,Direct2D
FloatMax,FloatMax,d2d1helper.h,Direct2D
GradientStop,GradientStop,d2d1helper.h,Direct2D
HwndRenderTargetProperties,HwndRenderTargetProperties,d2d1helper.h,Direct2D
IdentityMatrix,IdentityMatrix,d2d1helper.h,Direct2D
InfiniteRect,InfiniteRect,d2d1helper.h,Direct2D
LayerParameters,LayerParameters,d2d1helper.h,Direct2D
LinearGradientBrushProperties,LinearGradientBrushProperties,d2d1helper.h,Direct2D
PixelFormat,PixelFormat,d2d1helper.h,Direct2D
Point2F,Point2F,d2d1helper.h,Direct2D
Point2U,Point2U,d2d1helper.h,Direct2D
QuadraticBezierSegment,QuadraticBezierSegment,d2d1helper.h,Direct2D
RadialGradientBrushProperties,RadialGradientBrushProperties,d2d1helper.h,Direct2D
RectF,RectF,d2d1helper.h,Direct2D
RectU,RectU,d2d1helper.h,Direct2D
RenderTargetProperties,RenderTargetProperties,d2d1helper.h,Direct2D
RoundedRect,RoundedRect,d2d1helper.h,Direct2D
SizeF,SizeF,d2d1helper.h,Direct2D
SizeU,SizeU,d2d1helper.h,Direct2D
StrokeStyleProperties,StrokeStyleProperties,d2d1helper.h,Direct2D
,ColorF,d2d1helper.h,Direct2D
,Matrix3x2F,d2d1helper.h,Direct2D
TypeTraits,TypeTraits,d2d1helper.h,Direct2D
D2D1_SVG_ASPECT_ALIGN,D2D1_SVG_ASPECT_ALIGN,d2d1svg.h,Direct2D
D2D1_SVG_ASPECT_SCALING,D2D1_SVG_ASPECT_SCALING,d2d1svg.h,Direct2D
D2D1_SVG_ATTRIBUTE_POD_TYPE,D2D1_SVG_ATTRIBUTE_POD_TYPE,d2d1svg.h,Direct2D
D2D1_SVG_ATTRIBUTE_STRING_TYPE,D2D1_SVG_ATTRIBUTE_STRING_TYPE,d2d1svg.h,Direct2D
D2D1_SVG_DISPLAY,D2D1_SVG_DISPLAY,d2d1svg.h,Direct2D
D2D1_SVG_LENGTH_UNITS,D2D1_SVG_LENGTH_UNITS,d2d1svg.h,Direct2D
D2D1_SVG_LINE_CAP,D2D1_SVG_LINE_CAP,d2d1svg.h,Direct2D
D2D1_SVG_LINE_JOIN,D2D1_SVG_LINE_JOIN,d2d1svg.h,Direct2D
D2D1_SVG_OVERFLOW,D2D1_SVG_OVERFLOW,d2d1svg.h,Direct2D
D2D1_SVG_PAINT_TYPE,D2D1_SVG_PAINT_TYPE,d2d1svg.h,Direct2D
D2D1_SVG_PATH_COMMAND,D2D1_SVG_PATH_COMMAND,d2d1svg.h,Direct2D
D2D1_SVG_UNIT_TYPE,D2D1_SVG_UNIT_TYPE,d2d1svg.h,Direct2D
D2D1_SVG_VISIBILITY,D2D1_SVG_VISIBILITY,d2d1svg.h,Direct2D
ID2D1SvgAttribute,ID2D1SvgAttribute,d2d1svg.h,Direct2D
ID2D1SvgDocument,ID2D1SvgDocument,d2d1svg.h,Direct2D
ID2D1SvgElement,ID2D1SvgElement,d2d1svg.h,Direct2D
ID2D1SvgPaint,ID2D1SvgPaint,d2d1svg.h,Direct2D
ID2D1SvgPathData,ID2D1SvgPathData,d2d1svg.h,Direct2D
ID2D1SvgPointCollection,ID2D1SvgPointCollection,d2d1svg.h,Direct2D
ID2D1SvgStrokeDashArray,ID2D1SvgStrokeDashArray,d2d1svg.h,Direct2D
D2D1_SVG_LENGTH,D2D1_SVG_LENGTH,d2d1svg.h,Direct2D
D2D1_SVG_PRESERVE_ASPECT_RATIO,D2D1_SVG_PRESERVE_ASPECT_RATIO,d2d1svg.h,Direct2D
D2D1_SVG_VIEWBOX,D2D1_SVG_VIEWBOX,d2d1svg.h,Direct2D
D2D1_ALPHA_MODE,D2D1_ALPHA_MODE,dcommon.h,Direct2D
D2D_MATRIX_3X2_F,D2D_MATRIX_3X2_F,dcommon.h,Direct2D
D2D_MATRIX_4X3_F,D2D_MATRIX_4X3_F,dcommon.h,Direct2D
D2D_MATRIX_4X4_F,D2D_MATRIX_4X4_F,dcommon.h,Direct2D
